,SampleName,position,ANA plate,GEN plate name,Sample - sampleFunction,Design Id,Colony#,Title,nr. ,Well,Coumaric acid,Glucose,Trehalose,Coumaric acid_normalization,batch_corrected_Coumaric_acid
168,SHK0046,G1,f31861,Plate 2,Control,nan,,f31861,73,G1,0.3633197737439562,-0.0018668274436729308,0.00868593206489026,0.5018017885952004,0.7240304478807735
169,Coum_Library1_Col152,G2,f31861,Plate 2,Transformant,Coum_Library1,Col152,f31861,74,G2,0.5583071837457415,-3.273719360338605e-05,0.029130290456268654,0.5018017885952004,1.1126050094574764
172,Coum_Library1_Col155,G5,f31861,Plate 2,Transformant,Coum_Library1,Col155,f31861,77,G5,0.8761649209545078,0.31255017554885,0.014198817737845563,0.5018017885952004,1.7460378597042092
173,Coum_Library1_Col156,G6,f31861,Plate 2,Transformant,Coum_Library1,Col156,f31861,78,G6,0.5167207564994306,0.003069984982486164,0.022360044743244167,0.5018017885952004,1.0297307985808422
174,SHK0058,G7,f31861,Plate 2,Control,nan,,f31861,79,G7,0.5146142010180762,-0.002670476038083404,0.013318023353600394,0.5018017885952004,1.0255328153746608
175,Coum_Library1_Col157,G8,f31861,Plate 2,Transformant,Coum_Library1,Col157,f31861,80,G8,0.6300849195816395,0.003193848414097674,0.0339658654605224,0.5018017885952004,1.2556450253905413
177,Coum_Library1_Col159,G10,f31861,Plate 2,Transformant,Coum_Library1,Col159,f31861,82,G10,0.5809647291517753,0.2208010390740511,0.02161416768041357,0.5018017885952004,1.157757390180279
178,Coum_Library1_Col160,G11,f31861,Plate 2,Transformant,Coum_Library1,Col160,f31861,83,G11,0.5294646210346771,-4.339635898125786e-05,0.011593904517619007,0.5018017885952004,1.055127010441551
181,Coum_Library1_Col163,H2,f31861,Plate 2,Transformant,Coum_Library1,Col163,f31861,86,H2,0.6436560687932953,0.19458636332798612,0.05277737633192273,0.5018017885952004,1.2826898656443961
182,Coum_Library1_Col164,H3,f31861,Plate 2,Transformant,Coum_Library1,Col164,f31861,87,H3,0.4948678525445382,-0.0012132755916994954,0.013628536484271885,0.5018017885952004,0.9861819224079016
183,Coum_Library1_Col165,H4,f31861,Plate 2,Transformant,Coum_Library1,Col165,f31861,88,H4,0.5912044681434974,0.0005170768996254696,0.02579612878600489,0.5018017885952004,1.1781633337708515
184,Coum_Library1_Col166,H5,f31861,Plate 2,Transformant,Coum_Library1,Col166,f31861,89,H5,0.4721052183216923,-0.0008961325382043172,0.013481658378403675,0.5018017885952004,0.9408201187232831
185,Coum_Library1_Col167,H6,f31861,Plate 2,Transformant,Coum_Library1,Col167,f31861,90,H6,0.5789680836822211,0.0022719113501120424,0.013815050064205851,0.5018017885952004,1.1537784377035574
186,Coum_Library1_Col168,H7,f31861,Plate 2,Transformant,Coum_Library1,Col168,f31861,91,H7,0.5532215080746617,-0.00040500705352497924,0.01094015567716509,0.5018017885952004,1.102470179756456
188,Coum_Library1_Col170,H9,f31861,Plate 2,Transformant,Coum_Library1,Col170,f31861,93,H9,0.5601681230214419,0.3368718696345851,0.00908943121576641,0.5018017885952004,1.1163135240901367
189,SHK0046,H10,f31861,Plate 2,Control,nan,,f31861,94,H10,0.384014856111705,0.001107161999457324,0.0037127278333756973,0.5018017885952004,0.7652719955159163
190,Coum_Library1_Col171,H11,f31861,Plate 2,Transformant,Coum_Library1,Col171,f31861,95,H11,0.8389849692278339,0.003557098741916448,0.01749657138694461,0.5018017885952004,1.6719449557495232
192,Coum_Library1_Col173,A1,f31862,Plate 3,Transformant,Coum_Library1,Col173,f31862,1,A1,0.6202212261097535,0.003950841464797782,0.05551983317733463,0.5336676498086182,1.162186290160505
193,SHK0058,A2,f31862,Plate 3,Control,nan,,f31862,2,A2,0.5336215797326886,0.006051711831927877,0.07570594855158587,0.5336676498086182,0.9999136727213161
194,Coum_Library1_Col174,A3,f31862,Plate 3,Transformant,Coum_Library1,Col174,f31862,3,A3,0.5839194842339043,0.025681856930514512,0.07732975470838992,0.5336676498086182,1.0941631639903733
195,Coum_Library1_Col175,A4,f31862,Plate 3,Transformant,Coum_Library1,Col175,f31862,4,A4,0.31180644363297744,0.006014013234109912,0.005317973543640603,0.5336676498086182,0.5842708354999525
196,Coum_Library1_Col176,A5,f31862,Plate 3,Transformant,Coum_Library1,Col176,f31862,5,A5,0.26427081945549286,0.1314386699825906,0.0048347246947818365,0.5336676498086182,0.4951973752770373
197,Coum_Library1_Col177,A6,f31862,Plate 3,Transformant,Coum_Library1,Col177,f31862,6,A6,0.599769981063955,0.0017253641363307265,0.0840123605390345,0.5336676498086182,1.1238642276312647
198,Coum_Library1_Col178,A7,f31862,Plate 3,Transformant,Coum_Library1,Col178,f31862,7,A7,0.6750980676672456,0.002863037556825441,0.06778570089605476,0.5336676498086182,1.2650159100131824
199,Coum_Library1_Col179,A8,f31862,Plate 3,Transformant,Coum_Library1,Col179,f31862,8,A8,0.6134990087934007,0.002201181084936673,0.0798559251859518,0.5336676498086182,1.149590028575671
200,Coum_Library1_Col180,A9,f31862,Plate 3,Transformant,Coum_Library1,Col180,f31862,9,A9,1.0480622180287795,0.004635417537161076,0.07449638266030784,0.5336676498086182,1.963885610088285
201,Coum_Library1_Col181,A10,f31862,Plate 3,Transformant,Coum_Library1,Col181,f31862,10,A10,0.6237242387683752,0.005834202803547389,0.09981512727944598,0.5336676498086182,1.1687503242740171
202,Coum_Library1_Col182,A11,f31862,Plate 3,Transformant,Coum_Library1,Col182,f31862,11,A11,0.557406419390654,0.0023955391186432557,0.09845888912078747,0.5336676498086182,1.044482309524568
203,SHK0066,A12,f31862,Plate 3,Control,nan,,f31862,12,A12,0.5109717838434702,-0.00254015749749984,0.09018095187681088,0.5336676498086182,0.9574719097676482
205,Coum_Library1_Col184,B2,f31862,Plate 3,Transformant,Coum_Library1,Col184,f31862,14,B2,0.6400802124064371,0.26917362127814015,0.06910518382269651,0.5336676498086182,1.1993985631993622
206,Coum_Library1_Col185,B3,f31862,Plate 3,Transformant,Coum_Library1,Col185,f31862,15,B3,0.6152248497622931,0.007028540846532089,0.054651442673632505,0.5336676498086182,1.1528239532280484
207,Coum_Library1_Col186,B4,f31862,Plate 3,Transformant,Coum_Library1,Col186,f31862,16,B4,0.6709175181804462,0.0057921292243354435,0.07768116602675693,0.5336676498086182,1.257182290178256
208,SHK0046,B5,f31862,Plate 3,Control,nan,,f31862,17,B5,0.4077063942203162,-0.0008651848419236491,0.0457195867672297,0.5336676498086182,0.7639705992419181
209,Coum_Library1_Col187,B6,f31862,Plate 3,Transformant,Coum_Library1,Col187,f31862,18,B6,0.3862031151296537,0.063254985104467,0.029535212826607107,0.5336676498086182,0.7236772085925619
210,Coum_Library1_Col188,B7,f31862,Plate 3,Transformant,Coum_Library1,Col188,f31862,19,B7,0.3642548166613284,0.0099068013414878,0.009494329951587586,0.5336676498086182,0.6825499293276556
211,Coum_Library1_Col189,B8,f31862,Plate 3,Transformant,Coum_Library1,Col189,f31862,20,B8,0.30469104276491216,0.009569591732144413,0.007687175170992009,0.5336676498086182,0.5709378165871197
212,SHK0066,B9,f31862,Plate 3,Control,nan,,f31862,21,B9,0.533142338514446,0.00570897838211946,0.09402815140595022,0.5336676498086182,0.9990156583514841
213,Coum_Library1_Col190,B10,f31862,Plate 3,Transformant,Coum_Library1,Col190,f31862,22,B10,0.5233670981747401,0.0007622081812678042,0.11363837049879867,0.5336676498086182,0.980698564663659
214,Coum_Library1_Col191,B11,f31862,Plate 3,Transformant,Coum_Library1,Col191,f31862,23,B11,0.6236423917495847,0.0030504820708903255,0.08044720635993463,0.5336676498086182,1.1685969572508899
216,Coum_Library1_Col193,C1,f31862,Plate 3,Transformant,Coum_Library1,Col193,f31862,25,C1,0.286871703989865,0.12762640257105617,0.02763415659491157,0.5336676498086182,0.5375474868914047
218,Coum_Library1_Col195,C3,f31862,Plate 3,Transformant,Coum_Library1,Col195,f31862,27,C3,0.30949887772818135,0.18529660920155766,0.010532193042133773,0.5336676498086182,0.5799468598839982
219,Coum_Library1_Col196,C4,f31862,Plate 3,Transformant,Coum_Library1,Col196,f31862,28,C4,1.074474121092694,0.014184151063136074,0.09063012384820847,0.5336676498086182,2.013376905041963
220,Coum_Library1_Col197,C5,f31862,Plate 3,Transformant,Coum_Library1,Col197,f31862,29,C5,0.5731279593121851,0.008212826253866948,0.08071949687223796,0.5336676498086182,1.0739417304341343
223,Coum_Library1_Col200,C8,f31862,Plate 3,Transformant,Coum_Library1,Col200,f31862,32,C8,0.6182394777938764,0.13793824757212036,0.08380764098537033,0.5336676498086182,1.1584728398200397
224,Coum_Library1_Col201,C9,f31862,Plate 3,Transformant,Coum_Library1,Col201,f31862,33,C9,0.5490226886069496,0.010052117996970233,0.08435015320233043,0.5336676498086182,1.0287726617939796
225,Coum_Library1_Col202,C10,f31862,Plate 3,Transformant,Coum_Library1,Col202,f31862,34,C10,0.5908379372319033,0.007275641093416013,0.07987442063997816,0.5336676498086182,1.107127136980829
226,Coum_Library1_Col203,C11,f31862,Plate 3,Transformant,Coum_Library1,Col203,f31862,35,C11,0.5345461198227767,0.007757363139941094,0.07233876790939829,0.5336676498086182,1.001646099429998
227,Coum_Library1_Col204,C12,f31862,Plate 3,Transformant,Coum_Library1,Col204,f31862,36,C12,1.0177428848794527,0.005863318343882875,0.09927180613438932,0.5336676498086182,1.9070724733725786
228,Coum_Library1_Col205,D1,f31862,Plate 3,Transformant,Coum_Library1,Col205,f31862,37,D1,0.6756450713070685,-0.00018968820476883807,0.08343525079776283,0.5336676498086182,1.2660408993300711
229,Coum_Library1_Col206,D2,f31862,Plate 3,Transformant,Coum_Library1,Col206,f31862,38,D2,0.597989126007771,0.0026529398439309165,0.07603975625650192,0.5336676498086182,1.1205272161844912
230,Coum_Library1_Col207,D3,f31862,Plate 3,Transformant,Coum_Library1,Col207,f31862,39,D3,0.6087764859247644,0.002190504801828787,0.07356719877401975,0.5336676498086182,1.1407408452490635
231,Coum_Library1_Col208,D4,f31862,Plate 3,Transformant,Coum_Library1,Col208,f31862,40,D4,0.588999728016594,0.0009689241023350853,0.0645026272044616,0.5336676498086182,1.1036826538536084
232,Coum_Library1_Col209,D5,f31862,Plate 3,Transformant,Coum_Library1,Col209,f31862,41,D5,0.9649792620330635,0.0011392504205236375,0.07736334083443629,0.5336676498086182,1.8082026564269362
234,Coum_Library1_Col211,D7,f31862,Plate 3,Transformant,Coum_Library1,Col211,f31862,43,D7,0.6584118007858518,0.012553712142211192,0.1254141871621315,0.5336676498086182,1.233748759217406
235,Coum_Library1_Col212,D8,f31862,Plate 3,Transformant,Coum_Library1,Col212,f31862,44,D8,1.2287885932138431,0.003478056625201172,0.0704893530118529,0.5336676498086182,2.302535283250739
236,Coum_Library1_Col213,D9,f31862,Plate 3,Transformant,Coum_Library1,Col213,f31862,45,D9,1.4813854759583873,0.00466090311805727,0.049856664149706374,0.5336676498086182,2.775857739343271
237,Coum_Library1_Col214,D10,f31862,Plate 3,Transformant,Coum_Library1,Col214,f31862,46,D10,0.6576699247836131,0.030992942452993562,0.11058013578178265,0.5336676498086182,1.2323586131171038
238,Coum_Library1_Col215,D11,f31862,Plate 3,Transformant,Coum_Library1,Col215,f31862,47,D11,0.8495125643322775,-0.00019505936741374128,0.09036693027479314,0.5336676498086182,1.5918382248519773
239,Coum_Library1_Col216,D12,f31862,Plate 3,Transformant,Coum_Library1,Col216,f31862,48,D12,0.6621654153960661,0.0016514888233568972,0.09343979516229133,0.5336676498086182,1.240782377634337
241,Coum_Library1_Col218,E2,f31862,Plate 3,Transformant,Coum_Library1,Col218,f31862,50,E2,0.6355504700063366,0.1978986036401974,0.10215644087429487,0.5336676498086182,1.190910616812271
242,Coum_Library1_Col219,E3,f31862,Plate 3,Transformant,Coum_Library1,Col219,f31862,51,E3,0.8893459321320293,0.012186751116534915,0.09221772054744762,0.5336676498086182,1.6664790013990223
243,Coum_Library1_Col220,E4,f31862,Plate 3,Transformant,Coum_Library1,Col220,f31862,52,E4,0.6123893842473831,0.00011728374723481615,0.12439028008186573,0.5336676498086182,1.1475107859114109
244,Coum_Library1_Col221,E5,f31862,Plate 3,Transformant,Coum_Library1,Col221,f31862,53,E5,0.5880949964626095,0.00037422483527353934,0.07923513258139091,0.5336676498086182,1.101987344883112
245,Coum_Library1_Col222,E6,f31862,Plate 3,Transformant,Coum_Library1,Col222,f31862,54,E6,0.617510095883364,0.0036573890903325423,0.07789421018867924,0.5336676498086182,1.1571061054662262
246,Coum_Library1_Col223,E7,f31862,Plate 3,Transformant,Coum_Library1,Col223,f31862,55,E7,0.535731088183698,0.01064531693205998,0.13696878239699178,0.5336676498086182,1.0038665232487292
248,Coum_Library1_Col224,E9,f31862,Plate 3,Transformant,Coum_Library1,Col224,f31862,57,E9,0.6559520878908444,0.2011991097497282,0.09766614464350803,0.5336676498086182,1.2291396867059101
250,SHK0058,E11,f31862,Plate 3,Control,nan,,f31862,59,E11,0.5351536498339926,0.11961587285515381,0.09379492353487708,0.5336676498086182,1.0027845045992712
251,Coum_Library1_Col226,E12,f31862,Plate 3,Transformant,Coum_Library1,Col226,f31862,60,E12,0.5845416913037301,0.0008590177480300312,0.09263071704917261,0.5336676498086182,1.0953290714049393
252,Coum_Library1_Col227,F1,f31862,Plate 3,Transformant,Coum_Library1,Col227,f31862,61,F1,0.5073999589947397,0.012019539867043575,0.07700795537006662,0.5336676498086182,0.9507789336241411
253,Coum_Library1_Col228,F2,f31862,Plate 3,Transformant,Coum_Library1,Col228,f31862,62,F2,0.4878899377984459,-0.0004798406145685945,0.0740706480959279,0.5336676498086182,0.9142205602558279
255,SHK0066,F4,f31862,Plate 3,Control,nan,,f31862,64,F4,0.5341761549717844,0.19904556046750405,0.08411250331450627,0.5336676498086182,1.000952849893278
256,Coum_Library1_Col230,F5,f31862,Plate 3,Transformant,Coum_Library1,Col230,f31862,65,F5,0.5993441009304618,0.006866634306357348,0.08069883994062993,0.5336676498086182,1.1230662026176705
257,Coum_Library1_Col231,F6,f31862,Plate 3,Transformant,Coum_Library1,Col231,f31862,66,F6,0.5386343259305338,0.00302047674234571,0.10129664248192727,0.5336676498086182,1.0093066838952984
258,Coum_Library1_Col232,F7,f31862,Plate 3,Transformant,Coum_Library1,Col232,f31862,67,F7,0.5798763471177405,0.0013507894807709558,0.07974729379368335,0.5336676498086182,1.0865870309464953
259,Coum_Library1_Col233,F8,f31862,Plate 3,Transformant,Coum_Library1,Col233,f31862,68,F8,0.531218774991619,0.007878551567712888,0.07955189747414253,0.5336676498086182,0.9954112361544165
260,Coum_Library1_Col234,F9,f31862,Plate 3,Transformant,Coum_Library1,Col234,f31862,69,F9,1.1332570996150262,0.001305735732821142,0.08886498131193957,0.5336676498086182,2.123525943574489
261,Coum_Library1_Col235,F10,f31862,Plate 3,Transformant,Coum_Library1,Col235,f31862,70,F10,0.7778682056934206,0.0006999444932975823,0.06971647454426234,0.5336676498086182,1.4575892055146618
262,Coum_Library1_Col236,F11,f31862,Plate 3,Transformant,Coum_Library1,Col236,f31862,71,F11,0.5241580324372056,0.0027960666600907553,0.0628212297664092,0.5336676498086182,0.9821806373782954
263,Coum_Library1_Col237,F12,f31862,Plate 3,Transformant,Coum_Library1,Col237,f31862,72,F12,0.557206430570675,0.0003293543340856299,0.09130628213095433,0.5336676498086182,1.0441075653929897
264,SHK0046,G1,f31862,Plate 3,Control,nan,,f31862,73,G1,0.3556409258554205,0.00081623781132696,0.0367041636579781,0.5336676498086182,0.6664090019002633
265,Coum_Library1_Col238,G2,f31862,Plate 3,Transformant,Coum_Library1,Col238,f31862,74,G2,0.6114569768437214,0.010300204119806469,0.06636823751710777,0.5336676498086182,1.1457636172306858
266,Coum_Library1_Col239,G3,f31862,Plate 3,Transformant,Coum_Library1,Col239,f31862,75,G3,0.7431093935464858,0.0028315503395419032,0.09308884892378168,0.5336676498086182,1.3924572602685898
267,Coum_Library1_Col240,G4,f31862,Plate 3,Transformant,Coum_Library1,Col240,f31862,76,G4,0.5831164215521912,0.003553854283408959,0.11490961988656975,0.5336676498086182,1.0926583647356292
268,Coum_Library1_Col241,G5,f31862,Plate 3,Transformant,Coum_Library1,Col241,f31862,77,G5,0.6364718731415091,-0.001222280526656672,0.07489392168097153,0.5336676498086182,1.1926371654151382
269,Coum_Library1_Col242,G6,f31862,Plate 3,Transformant,Coum_Library1,Col242,f31862,78,G6,0.5747392459611802,0.002840094145798315,0.07483065918893868,0.5336676498086182,1.0769610002916439
270,SHK0058,G7,f31862,Plate 3,Control,nan,,f31862,79,G7,0.5337137198845479,0.003280789077908385,0.07669969454539394,0.5336676498086182,1.000086327278684
272,Coum_Library1_Col244,G9,f31862,Plate 3,Transformant,Coum_Library1,Col244,f31862,81,G9,0.4974556882546653,0.23675046636671235,0.06062652631996936,0.5336676498086182,0.9321451064779004
273,Coum_Library1_Col245,G10,f31862,Plate 3,Transformant,Coum_Library1,Col245,f31862,82,G10,0.6734014796650336,0.008043085288103201,0.07753747861854463,0.5336676498086182,1.2618368003129403
274,Coum_Library1_Col246,G11,f31862,Plate 3,Transformant,Coum_Library1,Col246,f31862,83,G11,0.6079695909199707,0.0056772410355589754,0.08293694877447559,0.5336676498086182,1.139228864889971
276,Coum_Library1_Col248,H1,f31862,Plate 3,Transformant,Coum_Library1,Col248,f31862,85,H1,0.5217565567778625,0.10055664353366674,0.05803097562446419,0.5336676498086182,0.9776806912785002
277,Coum_Library1_Col249,H2,f31862,Plate 3,Transformant,Coum_Library1,Col249,f31862,86,H2,0.5147992283917646,0.0024812833508923134,0.06481678757348683,0.5336676498086182,0.9646438725981983
278,Coum_Library1_Col250,H3,f31862,Plate 3,Transformant,Coum_Library1,Col250,f31862,87,H3,0.6027926845769881,0.003217884696124739,0.06706540870471954,0.5336676498086182,1.1295282462655534
279,Coum_Library1_Col251,H4,f31862,Plate 3,Transformant,Coum_Library1,Col251,f31862,88,H4,0.6645878037347511,0.006725520043083036,0.08217770270764192,0.5336676498086182,1.245321510443968
280,Coum_Library1_Col252,H5,f31862,Plate 3,Transformant,Coum_Library1,Col252,f31862,89,H5,0.5660202480427344,0.005757630823434332,0.08482335839445872,0.5336676498086182,1.0606231204865395
281,Coum_Library1_Col253,H6,f31862,Plate 3,Transformant,Coum_Library1,Col253,f31862,90,H6,1.2186750305815923,0.0067885912726574635,0.05255464250508389,0.5336676498086182,2.28358423265609
282,Coum_Library1_Col254,H7,f31862,Plate 3,Transformant,Coum_Library1,Col254,f31862,91,H7,0.6315179583647147,0.008331451211751915,0.09777985400717738,0.5336676498086182,1.183354394052529
285,SHK0046,H10,f31862,Plate 3,Control,nan,,f31862,94,H10,0.3733520469322483,0.043458060952909036,0.03844319914213288,0.5336676498086182,0.699596550523792
286,Coum_Library1_Col257,H11,f31862,Plate 3,Transformant,Coum_Library1,Col257,f31862,95,H11,0.3411169042779741,0.010125390298850562,0.02657188763058515,0.5336676498086182,0.639193521286711
287,Coum_Library1_Col258,H12,f31862,Plate 3,Transformant,Coum_Library1,Col258,f31862,96,H12,0.549107518963115,0.00244114442217729,0.08825763176305543,0.5336676498086182,1.0289316190704716
289,SHK0058,A2,f31863,Plate 4,Control,nan,,f31863,2,A2,0.4809438295122773,0.21659652690931422,0.058155363349640096,0.4885817141629419,0.9843672318687774
